1,0,0.0524,1,0.7,-717.89,134.46,0.0063963
1,1,0.2094,1,0.7,-4833.2,20.976,0.00099786
1,-1,-0.0524,1,-1,128.41,87.273,0.0041517
1,0,0.2094,1,1,-2915.2,6.0348,0.00028709
1,1,-0.1047,-1,0.7,-808.93,175.51,0.0083493
1,0,-0.1571,1,-0.9,-589.15,51.806,0.0024645
1,-1,0.1571,1,0.8,-3496.9,21.386,0.0010174
1,1,0.2094,1,0.3,-3671.5,101.19,0.004814
1,1,-0.1047,-1,0.9,-790.77,65.532,0.0031174
1,-1,0.2094,1,0.6,-3452.8,33.203,0.0015795
1,-1,0.1047,1,1,-2791.7,11.646,0.000554
1,-1,0.2094,1,-0.4,-3877.1,118.29,0.0056274
1,-1,0.1571,1,0,-3271.1,508.19,0.024175
1,0,0.2094,1,0.6,-6446.9,35.073,0.0016685
1,0,0.1571,1,0.8,-3495.1,22.562,0.0010733
1,0,0.2094,1,0,-6506,190.41,0.0090582
1,0,0.2094,1,0.8,-3124.9,14.257,0.00067823
1,-1,0.1047,1,0.7,-1499.1,62.427,0.0029698
1,0,0.2094,1,-0.1,-5710.3,194.83,0.0092684
1,0,0.2094,1,-0.9,-2910.4,17.237,0.00081999
1,0,0.2094,1,-1,-3003.9,11.198,0.00053269
1,-1,0.2094,1,0.2,-3553,131.91,0.0062751
1,0,0.2094,1,0.4,-6617.7,79.656,0.0037894
1,-1,0.1571,1,1,-2882.2,8.0909,0.0003849
1,-1,0.0524,1,-0.9,-959.63,91.269,0.0043418
1,1,0.2094,1,-0.6,-3724.1,61.586,0.0029297
1,0,0.2094,1,-0.6,-6617.9,65.928,0.0031363
1,0,0.2094,1,0.9,-3212.9,9.043,0.00043019
1,-1,0.1047,1,-0.9,-2491.7,45.073,0.0021442
1,1,0.2094,1,0.9,-6402.7,8.7533,0.00041641
1,0,0.1047,1,-0.9,-2463.9,50.119,0.0023842
1,1,0.1571,-1,1,-507.25,8.3312,0.00039633
1,1,0.1047,-1,-1,-250.83,24.32,0.0011569
1,-1,0,1,0.7,-924.55,173.47,0.0082523
1,-1,0.2094,1,-0.9,-5766.9,16.538,0.00078671
-1,0,-0.0524,1,0.8,-46.263,49.83,0.0023705
-1,0,0,1,0.8,178.72,49.147,0.002338
-1,0,0,-1,-1,-95.755,34.808,0.0016559
-1,0,0.0524,1,1,-198.37,13.083,0.00062238
-1,1,0,-1,-1,-170.18,30.489,0.0014504
1,0,0.0524,1,0.8,-336.51,68.581,0.0032625
1,-1,0.1047,1,0.8,-1921.5,34.117,0.001623
