-1,-1,-0.2094,-1,-1,-1838.1
-1,-1,-0.2094,-1,1,-1268.4
-1,-1,-0.2094,1,-1,-184.46
-1,-1,-0.2094,1,1,-207.45
-1,-1,0.2094,-1,-1,-191.18
-1,-1,0.2094,-1,1,-150.57
-1,-1,0.2094,1,-1,-110.16
-1,-1,0.2094,1,1,-162
-1,1,-0.2094,-1,-1,-2290.9
-1,1,-0.2094,-1,1,-3876.8
-1,1,-0.2094,1,-1,-119.74
-1,1,-0.2094,1,1,0
-1,1,0.2094,-1,-1,-38.634
-1,1,0.2094,-1,1,-41.752
-1,1,0.2094,1,-1,-40.872
-1,1,0.2094,1,1,-207.14
1,-1,-0.2094,-1,-1,-1076
1,-1,-0.2094,-1,1,-3141.7
1,-1,-0.2094,1,-1,-514.92
1,-1,-0.2094,1,1,-633.33
1,-1,0.2094,-1,-1,-237.02
1,-1,0.2094,-1,1,-349.68
1,-1,0.2094,1,-1,-6118.1
1,-1,0.2094,1,1,-3008.8
1,1,-0.2094,-1,-1,-762.82
1,1,-0.2094,-1,1,-3516.7
1,1,-0.2094,1,-1,-514.92
1,1,-0.2094,1,1,-629.15
1,1,0.2094,-1,-1,-620.93
1,1,0.2094,-1,1,-464.14
1,1,0.2094,1,-1,-3745.8
1,1,0.2094,1,1,-5349.6
1,-1,0.2094,1,0,-4012.2
1,0,0,1,1,1325.1
1,0,0,-1,1,455.93
1,0,-0.0524,-1,-1,1316.5
1,1,0.1047,-1,1,-464.14
1,1,0.0524,-1,-1,-191.51
1,1,0,-1,-0.9,-191.25
1,1,0,-1,-1,-191.33
1,1,-0.0524,-1,-0.8,-214.67
1,-1,0.2094,1,-0.7,-3605.2
1,0,0,-1,-0.8,1322
1,0,-0.0524,1,0.8,1317.1
1,0,0,1,0.8,-717.86
1,0,-0.0524,1,0.6,-607.98
1,1,0,-1,-0.7,-167.63
1,1,0,1,0.8,-109.21
1,1,0.0524,-1,-0.7,-148.57
1,1,0,-1,0.6,-160.8
1,1,0,-1,0.7,-164.06
1,1,-0.1047,-1,1,-799.16
1,1,-0.2094,-1,0.7,-5140.9
1,0,-0.0524,-1,1,-196.91
1,1,-0.0524,-1,1,-259.22
1,1,-0.1571,-1,1,-1572.1
1,1,-0.2094,-1,-0.6,-3835.5
1,1,-0.2094,-1,-0.9,-1086
1,-1,-0.2094,-1,-0.2,-2073.3
1,-1,-0.2094,-1,-0.7,-3538.7
1,-1,-0.2094,-1,-0.9,-960.78
1,-1,-0.2094,-1,0.3,-2113.5
1,1,-0.0524,-1,-1,-152.19
1,0,-0.1047,-1,-1,-8.7488
1,0,-0.1047,1,0.8,-524.47
1,-1,-0.1047,1,0.8,-499.98
1,-1,-0.1047,-1,-1,-542.59
1,-1,-0.0524,1,1,-170.58
-1,-1,-0.1047,-1,-1,-195.14
-1,-1,-0.1047,1,-1,-222.72
-1,-1,-0.0524,1,1,-211.75
-1,-1,-0.0524,-1,1,-222.68
-1,0,-0.1047,-1,1,-222.63
-1,0,-0.1571,-1,1,-655.32
-1,0,-0.2094,-1,1,-5251.7
1,0,0,1,-0.8,-961.49
1,0,-0.1571,-1,-1,-1072.5
1,-1,-0.1571,-1,-1,-463.69
1,-1,-0.1571,1,-1,52.777
1,-1,-0.1047,1,1,-617.44
1,-1,-0.0524,1,-0.8,-957.92
-1,-1,0,1,0.9,-200.08
-1,-1,0.0524,1,1,-179.38
-1,-1,0.0524,-1,1,-152.2
-1,-1,0,-1,1,-183.31
-1,0,0,-1,1,-189.6
-1,0,-0.1047,-1,-1,-175.24
-1,1,-0.2094,-1,0.9,-3715.5
1,0,-0.1047,-1,1,-322.69
1,-1,-0.2094,1,-0.9,-513.18
1,-1,-0.1571,1,0.8,-559.34
-1,-1,-0.1571,1,-1,-229.24
-1,-1,0.0524,1,0.9,-191.82
-1,-1,-0.0524,-1,-1,-102.82
-1,-1,-0.1571,-1,1,-300.76
1,1,-0.0524,-1,0.6,-232.15
1,1,-0.1047,-1,0.6,-763.15
1,1,-0.2094,-1,-0.2,-2505.8
1,1,-0.2094,-1,0.5,-5379
1,1,-0.1047,-1,-0.8,-555.48
1,0,-0.1571,1,-1,-379.74
-1,1,-0.2094,-1,-0.8,-5038.7
1,1,-0.2094,-1,0.9,-3197
1,1,-0.2094,-1,0.1,-5048
1,1,-0.1571,-1,-0.8,-1448.8
1,0,-0.0524,1,-1,269.66
1,1,0,-1,-0.8,-3100.5
1,1,0,1,0.7,-148.68
1,1,0.0524,-1,-0.8,-629.28
1,1,0.0524,1,0.8,-717.88
1,1,0.0524,-1,1,167.96
1,1,-0.0524,-1,-0.9,-260.24
1,1,-0.0524,1,0.8,240.75
1,1,0,-1,1,399.78
1,1,-0.1047,-1,-1,-1200.9
1,-1,-0.1047,-1,1,-231.71
-1,0,-0.2094,-1,-1,-4556.2
1,0,-0.1047,1,-1,183.36
1,-1,-0.0524,1,0.8,239.98
1,0,0.0524,-1,1,45.04
1,1,-0.1571,-1,-1,-1077.7
1,0,-0.1571,-1,-0.9,-755.23
1,-1,-0.1047,1,-1,242.93
1,-1,0.0524,1,0.8,-950.66
1,0,0.1047,1,0.8,-717.86
1,1,-0.1571,-1,-0.9,-846.05
1,-1,0,1,0.8,-300.65
1,0,-0.2094,-1,-1,-623.59
1,-1,0.1047,-1,1,-83.957
1,0,0.0524,-1,0.9,-84.833
1,-1,-0.0524,-1,-1,246.03
-1,-1,0,1,0.7,-227.07
-1,-1,0.1047,1,1,-176.6
-1,0,0.0524,-1,1,-159.76
-1,0,-0.0524,-1,-1,-104.69
1,-1,0,1,-1,-762.77
1,-1,0.0524,1,1,-983.61
1,0,0.1047,1,0.9,-2792.4
1,0,0.1047,-1,0.9,-94.212
1,0,0,1,0.7,-219.18
1,0,0.0524,1,0.7,-717.89
1,1,0.2094,1,0.7,-4833.2
1,-1,-0.0524,1,-1,128.41
1,0,0.2094,1,1,-2915.2
1,1,-0.1047,-1,0.7,-808.93
1,0,-0.1571,1,-0.9,-589.15
1,-1,0.1571,1,0.8,-3496.9
1,1,0.2094,1,0.3,-3671.5
1,1,-0.1047,-1,0.9,-790.77
1,-1,0.2094,1,0.6,-3452.8
1,-1,0.1047,1,1,-2791.7
1,-1,0.2094,1,-0.4,-3877.1
1,-1,0.1571,1,0,-3271.1
1,0,0.2094,1,0.6,-6446.9
1,0,0.1571,1,0.8,-3495.1
1,0,0.2094,1,0,-6506
1,0,0.2094,1,0.8,-3124.9
1,-1,0.1047,1,0.7,-1499.1
1,0,0.2094,1,-0.1,-5710.3
1,0,0.2094,1,-0.9,-2910.4
1,0,0.2094,1,-1,-3003.9
1,-1,0.2094,1,0.2,-3553
1,0,0.2094,1,0.4,-6617.7
1,-1,0.1571,1,1,-2882.2
1,-1,0.0524,1,-0.9,-959.63
1,1,0.2094,1,-0.6,-3724.1
1,0,0.2094,1,-0.6,-6617.9
1,0,0.2094,1,0.9,-3212.9
1,-1,0.1047,1,-0.9,-2491.7
1,1,0.2094,1,0.9,-6402.7
1,0,0.1047,1,-0.9,-2463.9
1,1,0.1571,-1,1,-507.25
1,1,0.1047,-1,-1,-250.83
1,-1,0,1,0.7,-924.55
1,-1,0.2094,1,-0.9,-5766.9
